2020-12-10 16:48:30 |INFO  |main |StartupInfoLogger.java:50 |com.zlimbo.rpc.RpcApplication |Starting RpcApplication on L with PID 17848 (C:\z\coding\IdeaProjects\ouyeel-bc\rpc\target\classes started by z in C:\z\coding\IdeaProjects\ouyeel-bc\rpc)
2020-12-10 20:17:43 |DEBUG |background-preinit |ValidatorFactoryImpl.java:580 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2020-12-10 20:17:43 |DEBUG |background-preinit |ValidatorFactoryImpl.java:581 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2020-12-10 20:17:43 |DEBUG |background-preinit |ValidatorFactoryImpl.java:582 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2020-12-10 20:17:44 |INFO  |main |TomcatWebServer.java:90 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8080 (http)
2020-12-10 20:17:44 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8080"]
2020-12-10 20:17:44 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2020-12-10 20:17:44 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.16]
2020-12-10 20:17:44 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.AprLifecycleListener |The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\z\bin\Java\jdk1.8.0_261\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files\Microsoft VS Code\bin;C:\Program Files\Docker\Docker\resources\bin;C:\ProgramData\DockerDesktop\version-bin;C:\Users\z\AppData\Local\Programs\Python\Python39\Scripts\;C:\Users\z\AppData\Local\Programs\Python\Python39\;C:\Users\z\.cargo\bin;C:\Users\z\AppData\Local\Microsoft\WindowsApps;C:\z\bin\Java\jdk1.8.0_261\bin;C:\Users\z\AppData\Local\JetBrains\IntelliJ IDEA 2020.2.3\bin;;C:\Program Files\Bandizip\;C:\z\bin\mysql-5.7.31-winx64\bin;C:\Users\z\AppData\Local\hyper\app-3.0.2\resources\bin;C:\z\bin\apache-maven-3.6.3\bin;C:\users\z\appdata\local\programs\python\python37\Scripts;;.]
2020-12-10 20:17:44 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2020-12-10 20:17:44 |INFO  |main |ServletWebServerApplicationContext.java:296 |org.springframework.web.context.ContextLoader |Root WebApplicationContext: initialization completed in 974 ms
2020-12-10 20:17:45 |DEBUG |main |ChainController.java:111 |com.zlimbo.rpc.controller.ChainController |ibatis SqlMapConfig ...
2020-12-10 20:17:45 |DEBUG |main |ChainController.java:116 |com.zlimbo.rpc.controller.ChainController |ibatis SqlMapConfig success
2020-12-10 20:17:45 |DEBUG |main |TraversableResolvers.java:60 |org.hibernate.validator.internal.engine.resolver.TraversableResolvers |Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
2020-12-10 20:17:45 |DEBUG |main |ResourceBundleMessageInterpolator.java:89 |org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator |Loaded expression factory via original TCCL
2020-12-10 20:17:45 |DEBUG |main |TraversableResolvers.java:60 |org.hibernate.validator.internal.engine.resolver.TraversableResolvers |Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
2020-12-10 20:17:45 |DEBUG |main |ConfigurationImpl.java:148 |org.hibernate.validator.internal.engine.ConfigurationImpl |Setting custom MessageInterpolator of type org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator
2020-12-10 20:17:45 |DEBUG |main |ConfigurationImpl.java:180 |org.hibernate.validator.internal.engine.ConfigurationImpl |Setting custom ConstraintValidatorFactory of type org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory
2020-12-10 20:17:45 |DEBUG |main |ConfigurationImpl.java:194 |org.hibernate.validator.internal.engine.ConfigurationImpl |Setting custom ParameterNameProvider of type org.springframework.validation.beanvalidation.LocalValidatorFactoryBean$1
2020-12-10 20:17:45 |DEBUG |main |ValidationXmlParser.java:120 |org.hibernate.validator.internal.xml.config.ValidationXmlParser |Trying to load META-INF/validation.xml for XML based Validator configuration.
2020-12-10 20:17:45 |DEBUG |main |ResourceLoaderHelper.java:53 |org.hibernate.validator.internal.xml.config.ResourceLoaderHelper |Trying to load META-INF/validation.xml via user class loader
2020-12-10 20:17:45 |DEBUG |main |ResourceLoaderHelper.java:60 |org.hibernate.validator.internal.xml.config.ResourceLoaderHelper |Trying to load META-INF/validation.xml via TCCL
2020-12-10 20:17:45 |DEBUG |main |ResourceLoaderHelper.java:66 |org.hibernate.validator.internal.xml.config.ResourceLoaderHelper |Trying to load META-INF/validation.xml via Hibernate Validator's class loader
2020-12-10 20:17:45 |DEBUG |main |ValidationXmlParser.java:127 |org.hibernate.validator.internal.xml.config.ValidationXmlParser |No META-INF/validation.xml found. Using annotation based configuration only.
2020-12-10 20:17:45 |DEBUG |main |ValidatorFactoryImpl.java:578 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator as ValidatorFactory-scoped message interpolator.
2020-12-10 20:17:45 |DEBUG |main |ValidatorFactoryImpl.java:579 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
2020-12-10 20:17:45 |DEBUG |main |ValidatorFactoryImpl.java:580 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2020-12-10 20:17:45 |DEBUG |main |ValidatorFactoryImpl.java:581 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2020-12-10 20:17:45 |DEBUG |main |ValidatorFactoryImpl.java:582 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2020-12-10 20:17:45 |INFO  |main |ExecutorConfigurationSupport.java:171 |org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor |Initializing ExecutorService 'applicationTaskExecutor'
2020-12-10 20:17:45 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8080"]
2020-12-10 20:17:45 |INFO  |main |TomcatWebServer.java:204 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8080 (http) with context path ''
2020-12-10 20:17:45 |INFO  |main |StartupInfoLogger.java:59 |com.zlimbo.rpc.RpcApplication |Started RpcApplication in 2.449 seconds (JVM running for 3.34)
2020-12-10 20:17:48 |INFO  |http-nio-8080-exec-2 |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-12-10 20:17:48 |INFO  |http-nio-8080-exec-2 |FrameworkServlet.java:524 |org.springframework.web.servlet.DispatcherServlet |Initializing Servlet 'dispatcherServlet'
2020-12-10 20:17:48 |INFO  |http-nio-8080-exec-2 |FrameworkServlet.java:546 |org.springframework.web.servlet.DispatcherServlet |Completed initialization in 4 ms
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:438 |com.zlimbo.rpc.controller.ChainController |[upChain] start
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:441 |com.zlimbo.rpc.controller.ChainController |request json: {"systemId":"000001","dataInfo":{"invoiceno":"0000050848"},"requestSn":"577096c5-185e-4351-8c85-c97f6f441e29","invokeTime":"1607602668273","businessId":"00000000000000000021","sign":"304502210095994e12dec57350cf7dfa06471144f9ad1ec3ce1898125ab0e4677dc8f34192022013a5ce6f6acc2501ee86d7365a09568b719bb54413875570b5049c3fd8f9cfd2","callbackUrl":"http://127.0.0.1:8082/callback","tableName":"tx4"}
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:134 |com.zlimbo.rpc.controller.ChainController |[gmSm2VerifySignature] start
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:151 |com.zlimbo.rpc.controller.ChainController |signature[%d]: %s
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:152 |com.zlimbo.rpc.controller.ChainController |Signature verify result: true
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:153 |com.zlimbo.rpc.controller.ChainController |[gmSm2VerifySignature] end
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:485 |com.zlimbo.rpc.controller.ChainController |upChain...
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:493 |com.zlimbo.rpc.controller.ChainController |sql: INSERT INTO tx4 VALUES ('000001', '577096c5-185e-4351-8c85-c97f6f441e29', '{"invoiceno":"0000050848"}', '0123456789abcdef', 'd6c83aee4bfbeb135a2dcef8c803b186d0678a99002b09d3c60c22aca7105005', '2204404536ab867d9a964bfcc5e6fdaa7d77e509ce5891d38b3ebbb036e5c225994597ea6d0bdff3539fd3062b3943a1c7dd75d173f35101b71298e9f7f08d51')
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:496 |com.zlimbo.rpc.controller.ChainController |upChain success
2020-12-10 20:17:48 |DEBUG |http-nio-8080-exec-2 |ChainController.java:501 |com.zlimbo.rpc.controller.ChainController |queryByRequestSn...
2020-12-10 20:17:56 |DEBUG |http-nio-8080-exec-2 |ChainController.java:505 |com.zlimbo.rpc.controller.ChainController |sql2: SELECT * FROM tx4 WHERE requestsn='577096c5-185e-4351-8c85-c97f6f441e29'
2020-12-10 20:17:57 |DEBUG |http-nio-8080-exec-2 |ChainController.java:508 |com.zlimbo.rpc.controller.ChainController |queryByRequestSnl success
2020-12-10 20:17:57 |DEBUG |http-nio-8080-exec-2 |ChainController.java:265 |com.zlimbo.rpc.controller.ChainController |[upChainAsyncCallBack] start
2020-12-10 20:17:57 |DEBUG |http-nio-8080-exec-2 |ChainController.java:266 |com.zlimbo.rpc.controller.ChainController |callbackUrl: http://127.0.0.1:8082/callback
2020-12-10 20:17:57 |DEBUG |http-nio-8080-exec-2 |ChainController.java:318 |com.zlimbo.rpc.controller.ChainController |[upChainAsyncCallBack] end
2020-12-10 20:17:57 |DEBUG |Thread-14 |ChainController.java:270 |com.zlimbo.rpc.controller.ChainController |[upChainAsyncCallBack thread] time: 3000
2020-12-10 20:17:57 |DEBUG |http-nio-8080-exec-2 |ChainController.java:533 |com.zlimbo.rpc.controller.ChainController |[upChain] end
2020-12-10 20:18:44 |INFO  |main |StartupInfoLogger.java:50 |com.zlimbo.rpc.RpcApplication |Starting RpcApplication on L with PID 4768 (C:\z\coding\IdeaProjects\ouyeel-bc\rpc\target\classes started by z in C:\z\coding\IdeaProjects\ouyeel-bc\rpc)
2020-12-10 20:18:44 |DEBUG |main |StartupInfoLogger.java:53 |com.zlimbo.rpc.RpcApplication |Running with Spring Boot v2.1.3.RELEASE, Spring v5.1.5.RELEASE
2020-12-10 20:18:44 |INFO  |main |SpringApplication.java:675 |com.zlimbo.rpc.RpcApplication |No active profile set, falling back to default profiles: default
2020-12-10 20:18:44 |DEBUG |background-preinit |ResourceBundleMessageInterpolator.java:89 |org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator |Loaded expression factory via original TCCL
2020-12-10 20:18:44 |DEBUG |background-preinit |ValidatorFactoryImpl.java:578 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator as ValidatorFactory-scoped message interpolator.
2020-12-10 20:18:44 |DEBUG |background-preinit |ValidatorFactoryImpl.java:579 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
2020-12-10 20:18:44 |DEBUG |background-preinit |ValidatorFactoryImpl.java:580 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2020-12-10 20:18:44 |DEBUG |background-preinit |ValidatorFactoryImpl.java:581 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2020-12-10 20:18:44 |DEBUG |background-preinit |ValidatorFactoryImpl.java:582 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2020-12-10 20:18:45 |INFO  |main |TomcatWebServer.java:90 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8080 (http)
2020-12-10 20:18:45 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8080"]
2020-12-10 20:18:45 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2020-12-10 20:18:45 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.16]
2020-12-10 20:18:45 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.AprLifecycleListener |The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\z\bin\Java\jdk1.8.0_261\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files\Microsoft VS Code\bin;C:\Program Files\Docker\Docker\resources\bin;C:\ProgramData\DockerDesktop\version-bin;C:\Users\z\AppData\Local\Programs\Python\Python39\Scripts\;C:\Users\z\AppData\Local\Programs\Python\Python39\;C:\Users\z\.cargo\bin;C:\Users\z\AppData\Local\Microsoft\WindowsApps;C:\z\bin\Java\jdk1.8.0_261\bin;C:\Users\z\AppData\Local\JetBrains\IntelliJ IDEA 2020.2.3\bin;;C:\Program Files\Bandizip\;C:\z\bin\mysql-5.7.31-winx64\bin;C:\Users\z\AppData\Local\hyper\app-3.0.2\resources\bin;C:\z\bin\apache-maven-3.6.3\bin;C:\users\z\appdata\local\programs\python\python37\Scripts;;.]
2020-12-10 20:18:45 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2020-12-10 20:18:45 |INFO  |main |ServletWebServerApplicationContext.java:296 |org.springframework.web.context.ContextLoader |Root WebApplicationContext: initialization completed in 991 ms
2020-12-10 20:18:45 |DEBUG |main |ChainController.java:111 |com.zlimbo.rpc.controller.ChainController |ibatis SqlMapConfig ...
2020-12-10 20:18:45 |DEBUG |main |ChainController.java:116 |com.zlimbo.rpc.controller.ChainController |ibatis SqlMapConfig success
2020-12-10 20:18:45 |DEBUG |main |TraversableResolvers.java:60 |org.hibernate.validator.internal.engine.resolver.TraversableResolvers |Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
2020-12-10 20:18:45 |DEBUG |main |ResourceBundleMessageInterpolator.java:89 |org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator |Loaded expression factory via original TCCL
2020-12-10 20:18:45 |DEBUG |main |TraversableResolvers.java:60 |org.hibernate.validator.internal.engine.resolver.TraversableResolvers |Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
2020-12-10 20:18:45 |DEBUG |main |ConfigurationImpl.java:148 |org.hibernate.validator.internal.engine.ConfigurationImpl |Setting custom MessageInterpolator of type org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator
2020-12-10 20:18:45 |DEBUG |main |ConfigurationImpl.java:180 |org.hibernate.validator.internal.engine.ConfigurationImpl |Setting custom ConstraintValidatorFactory of type org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory
2020-12-10 20:18:45 |DEBUG |main |ConfigurationImpl.java:194 |org.hibernate.validator.internal.engine.ConfigurationImpl |Setting custom ParameterNameProvider of type org.springframework.validation.beanvalidation.LocalValidatorFactoryBean$1
2020-12-10 20:18:45 |DEBUG |main |ValidationXmlParser.java:120 |org.hibernate.validator.internal.xml.config.ValidationXmlParser |Trying to load META-INF/validation.xml for XML based Validator configuration.
2020-12-10 20:18:45 |DEBUG |main |ResourceLoaderHelper.java:53 |org.hibernate.validator.internal.xml.config.ResourceLoaderHelper |Trying to load META-INF/validation.xml via user class loader
2020-12-10 20:18:45 |DEBUG |main |ResourceLoaderHelper.java:60 |org.hibernate.validator.internal.xml.config.ResourceLoaderHelper |Trying to load META-INF/validation.xml via TCCL
2020-12-10 20:18:45 |DEBUG |main |ResourceLoaderHelper.java:66 |org.hibernate.validator.internal.xml.config.ResourceLoaderHelper |Trying to load META-INF/validation.xml via Hibernate Validator's class loader
2020-12-10 20:18:45 |DEBUG |main |ValidationXmlParser.java:127 |org.hibernate.validator.internal.xml.config.ValidationXmlParser |No META-INF/validation.xml found. Using annotation based configuration only.
2020-12-10 20:18:45 |DEBUG |main |ValidatorFactoryImpl.java:578 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator as ValidatorFactory-scoped message interpolator.
2020-12-10 20:18:45 |DEBUG |main |ValidatorFactoryImpl.java:579 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
2020-12-10 20:18:45 |DEBUG |main |ValidatorFactoryImpl.java:580 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2020-12-10 20:18:45 |DEBUG |main |ValidatorFactoryImpl.java:581 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2020-12-10 20:18:45 |DEBUG |main |ValidatorFactoryImpl.java:582 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2020-12-10 20:18:46 |INFO  |main |ExecutorConfigurationSupport.java:171 |org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor |Initializing ExecutorService 'applicationTaskExecutor'
2020-12-10 20:18:46 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8080"]
2020-12-10 20:18:46 |INFO  |main |TomcatWebServer.java:204 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8080 (http) with context path ''
2020-12-10 20:18:46 |INFO  |main |StartupInfoLogger.java:59 |com.zlimbo.rpc.RpcApplication |Started RpcApplication in 2.223 seconds (JVM running for 3.132)
2020-12-10 20:18:52 |INFO  |http-nio-8080-exec-1 |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-12-10 20:18:52 |INFO  |http-nio-8080-exec-1 |FrameworkServlet.java:524 |org.springframework.web.servlet.DispatcherServlet |Initializing Servlet 'dispatcherServlet'
2020-12-10 20:18:52 |INFO  |http-nio-8080-exec-1 |FrameworkServlet.java:546 |org.springframework.web.servlet.DispatcherServlet |Completed initialization in 3 ms
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:438 |com.zlimbo.rpc.controller.ChainController |[upChain] start
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:441 |com.zlimbo.rpc.controller.ChainController |request json: {"systemId":"000001","dataInfo":{"invoiceno":"0000010561"},"requestSn":"64a8fb39-5342-45e2-9ebc-ae95966b93e8","invokeTime":"1607602732419","businessId":"00000000000000000022","sign":"3046022100e0883b0d8b62328600b4dbb7af2102a76be6b6656db23f036e0bb876bfcf2d02022100aeaf153986640be084bfed8782ca7f2b822e951705a985eb5eac296e3f327f5c","callbackUrl":"http://127.0.0.1:8082/callback","tableName":"tx4"}
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:134 |com.zlimbo.rpc.controller.ChainController |[gmSm2VerifySignature] start
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:151 |com.zlimbo.rpc.controller.ChainController |signature[%d]: %s
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:152 |com.zlimbo.rpc.controller.ChainController |Signature verify result: true
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:153 |com.zlimbo.rpc.controller.ChainController |[gmSm2VerifySignature] end
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:485 |com.zlimbo.rpc.controller.ChainController |upChain...
2020-12-10 20:18:52 |DEBUG |http-nio-8080-exec-1 |ChainController.java:493 |com.zlimbo.rpc.controller.ChainController |sql: INSERT INTO tx4 VALUES ('000001', '64a8fb39-5342-45e2-9ebc-ae95966b93e8', '{"invoiceno":"0000010561"}', '0123456789abcdef', 'd6c83aee4bfbeb135a2dcef8c803b186d0678a99002b09d3c60c22aca7105005', '2204404536ab867d9a964bfcc5e6fdaa7d77e509ce5891d38b3ebbb036e5c225994597ea6d0bdff3539fd3062b3943a1c7dd75d173f35101b71298e9f7f08d51')
2020-12-10 20:18:53 |DEBUG |http-nio-8080-exec-1 |ChainController.java:496 |com.zlimbo.rpc.controller.ChainController |upChain success
2020-12-10 20:18:53 |DEBUG |http-nio-8080-exec-1 |ChainController.java:501 |com.zlimbo.rpc.controller.ChainController |queryByRequestSn...
2020-12-10 20:19:01 |DEBUG |http-nio-8080-exec-1 |ChainController.java:505 |com.zlimbo.rpc.controller.ChainController |sql2: SELECT * FROM tx4 WHERE requestsn='64a8fb39-5342-45e2-9ebc-ae95966b93e8'
2020-12-10 20:19:01 |DEBUG |http-nio-8080-exec-1 |ChainController.java:508 |com.zlimbo.rpc.controller.ChainController |queryByRequestSnl success
2020-12-10 20:19:01 |DEBUG |http-nio-8080-exec-1 |ChainController.java:265 |com.zlimbo.rpc.controller.ChainController |[upChainAsyncCallBack] start
2020-12-10 20:19:01 |DEBUG |http-nio-8080-exec-1 |ChainController.java:266 |com.zlimbo.rpc.controller.ChainController |callbackUrl: http://127.0.0.1:8082/callback
2020-12-10 20:19:01 |DEBUG |http-nio-8080-exec-1 |ChainController.java:318 |com.zlimbo.rpc.controller.ChainController |[upChainAsyncCallBack] end
2020-12-10 20:19:01 |DEBUG |Thread-14 |ChainController.java:270 |com.zlimbo.rpc.controller.ChainController |[upChainAsyncCallBack thread] time: 3000
2020-12-10 20:19:01 |DEBUG |http-nio-8080-exec-1 |ChainController.java:533 |com.zlimbo.rpc.controller.ChainController |[upChain] end
2020-12-10 20:20:56 |INFO  |main |StartupInfoLogger.java:50 |com.zlimbo.rpc.RpcApplication |Starting RpcApplication on L with PID 13516 (C:\z\coding\IdeaProjects\ouyeel-bc\rpc\target\classes started by z in C:\z\coding\IdeaProjects\ouyeel-bc\rpc)
2020-12-10 20:20:56 |DEBUG |main |StartupInfoLogger.java:53 |com.zlimbo.rpc.RpcApplication |Running with Spring Boot v2.1.3.RELEASE, Spring v5.1.5.RELEASE
2020-12-10 20:20:56 |INFO  |main |SpringApplication.java:675 |com.zlimbo.rpc.RpcApplication |No active profile set, falling back to default profiles: default
2020-12-10 20:20:56 |DEBUG |background-preinit |ResourceBundleMessageInterpolator.java:89 |org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator |Loaded expression factory via original TCCL
2020-12-10 20:20:56 |DEBUG |background-preinit |ValidatorFactoryImpl.java:578 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator as ValidatorFactory-scoped message interpolator.
2020-12-10 20:20:56 |DEBUG |background-preinit |ValidatorFactoryImpl.java:579 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
2020-12-10 20:20:56 |DEBUG |background-preinit |ValidatorFactoryImpl.java:580 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2020-12-10 20:20:56 |DEBUG |background-preinit |ValidatorFactoryImpl.java:581 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2020-12-10 20:20:56 |DEBUG |background-preinit |ValidatorFactoryImpl.java:582 |org.hibernate.validator.internal.engine.ValidatorFactoryImpl |HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2020-12-10 20:20:57 |INFO  |main |TomcatWebServer.java:90 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8080 (http)
2020-12-10 20:20:57 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8080"]
2020-12-10 20:20:57 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2020-12-10 20:20:57 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.16]
