['0x55114013152588910956813910102115718105111', '0x7660452519', '克来机电', '731077BFO5WFVE0', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '普通发票', '15.48%', 491, 75552, 76043, 2, 2, '7kg', 1604630743902777200, '0x513139334121141231312115']
['0x21314143995121431104881159261131213871541113', '0x1922408251', '浦东金桥', '733574U9OE1OFX4', '兰生股份', '736554N381OWVN8', '2020-11-06 10:45:43', '专业发票', '13.81%', 381, 63254, 63635, 2, 3, '1kg', 1604630743917226700, '0x1314581201111711562012']
['0x01515215130412801221413151413141159991142131314', '0x2289744852', '东方明珠', '737278RMY1Y6001', '中国核建', '7336417CGJ9SL35', '2020-11-06 10:45:43', '专业发票', '12.32%', 659, 89189, 89848, 4, 4, '6kg', 1604630743917226700, '0x05211145981413413140610']
['0x615904746123410901370915791288081011111012', '0x4685732452', '上海建工', '732912DBHM76VWX', '吉祥航空', '733723T0KTPB7L7', '2020-11-06 10:45:43', '增值税发票', '18.05%', 738, 76932, 77670, 4, 4, '3kg', 1604630743917226700, '0x0808112291385313120']
['0x3511123914697131515141351000944515151581401513', '0x8629296038', '龙宇燃油', '7306245UDIIST56', '华建集团', '735719NU4PPSSG9', '2020-11-06 10:45:43', '增值税发票', '14.3%', 706, 52598, 53304, 2, 2, '11kg', 1604630743917226700, '0x597791444214241121514']
['0x120210981032510315143102711831451483100415614', '0x9880960174', '凯众股份', '737771HBR6DJ2N2', '菲林格尔', '7313040BPF80YMX', '2020-11-06 10:45:43', '增值税发票', '18.94%', 463, 103953, 104416, 2, 4, '7kg', 1604630743917226700, '0x1041992914104012876']
['0x9135315200111258711031210852135915579201513', '0x3218890639', '交大昂立', '738418NJ1TLXDE7', '城投控股', '730487GDYC4U1C5', '2020-11-06 10:45:43', '增值税发票', '13.33%', 888, 55473, 56361, 1, 3, '6kg', 1604630743917226700, '0x513107978121103128']
['0x61351271321511141013414221414713514714025155101', '0x7603869735', '号百控股', '730460TU01YHP88', '国泰君安', '732937RPHHXXOC5', '2020-11-06 10:45:43', '增值税发票', '13.73%', 488, 102774, 103262, 3, 2, '3kg', 1604630743918233500, '0x26151111874715111389212']
['0x690121152443121514711031414901313151212314191510', '0x3728015216', '汉钟精机', '731305KG24YXJG9', '东方财富', '7373367NFM873UX', '2020-11-06 10:45:43', '增值税发票', '18.79%', 463, 89773, 90236, 1, 1, '1kg', 1604630743918233500, '0x111485141415159661161037']
['0x451561900488147121167812432156921414515113', '0x7357949284', '泛微网络', '7364413YLO78W85', '大众公用', '739273VWKQNT3VX', '2020-11-06 10:45:43', '专业发票', '12.55%', 278, 72601, 72879, 3, 4, '8kg', 1604630743918233500, '0x12141393415111101498594']
['0x7113015762452484121512131110103133113913117141', '0x2121443254', '新通联', '739024LJUDT83G9', '永冠新材', '732606QA6Y4MCP0', '2020-11-06 10:45:43', '专业发票', '14.76%', 914, 82215, 83129, 1, 3, '3kg', 1604630743918233500, '0x369157223613014013414']
['0x3811413150142606113121219151046131312109510141', '0x9201126590', '飞乐音响', '7301833GPSWEYF3', '国泰君安', '732937RPHHXXOC5', '2020-11-06 10:45:43', '增值税发票', '19.65%', 1073, 38320, 39393, 1, 2, '1kg', 1604630743918233500, '0x011131210111430215718411']
['0x313811131191184014439121511415151981368530', '0x8398343751', '光大证券', '73112946NHRQ5S8', '矩子科技', '731234LM4MKOAQ1', '2020-11-06 10:45:43', '增值税发票', '14.96%', 583, 29284, 29867, 4, 1, '11kg', 1604630743918233500, '0x310111115612195125111513']
['0x25159010110814812270140141415127131110412933', '0x1615100447', '益民集团', '732763O7Y67XYV6', '古鳌科技', '735089TDWX0TW69', '2020-11-06 10:45:43', '增值税发票', '14.26%', 1026, 55647, 56673, 3, 4, '4kg', 1604630743918233500, '0x34454111261351521536']
['0x632560111133154128426547077977112111124', '0x5446475534', '华谊集团', '734111DBL850569', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:43', '增值税发票', '10.51%', 889, 83444, 84333, 1, 4, '8kg', 1604630743918233500, '0x654131515107101301011132']
['0x1612811410412461115181159705107151271114977', '0x5105439868', '克来机电', '731077BFO5WFVE0', '汇得科技', '733768RX5OM53Q3', '2020-11-06 10:45:43', '增值税发票', '19.95%', 622, 67564, 68186, 2, 1, '7kg', 1604630743918233500, '0x5143512123127151331447']
['0x13413957122321201201220141110093514145384715', '0x7741571662', '龙韵股份', '7376418DYMUPCKX', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:43', '专业发票', '18.41%', 845, 53685, 54530, 3, 2, '10kg', 1604630743918233500, '0x109143712111510313515510']
['0x315714111614131113611126410115560614851584159', '0x1508729267', 'ST游久', '734494GFE9MASR1', '华峰超纤', '7312692PXGMUYX9', '2020-11-06 10:45:43', '增值税发票', '15.1%', 359, 38309, 38668, 1, 3, '1kg', 1604630743918233500, '0x11515087915811141005']
['0x143472111415541515121341514151151014610747125113', '0x4889473383', 'ST沪科', '737385Q2XESW4N3', '上海瀚讯', '7388580KH1G8XC2', '2020-11-06 10:45:43', '普通发票', '19.96%', 887, 17067, 17954, 1, 2, '11kg', 1604630743918233500, '0x1489051151311610681497']
['0x110711711410389111394912112127611511791501911', '0x8216047209', '上海电气', '732454E9VPUAL76', '申通地铁', '730357EIH33KLVX', '2020-11-06 10:45:43', '增值税发票', '14.17%', 423, 22559, 22982, 1, 1, '4kg', 1604630743918233500, '0x11160610129155815121238']
['0x221011210428509221115415145141121441414141032', '0x8523905800', '龙宇燃油', '7306245UDIIST56', '申联生物', '730146LCBBRPNT6', '2020-11-06 10:45:43', '专业发票', '13.69%', 350, 30309, 30659, 4, 4, '7kg', 1604630743918233500, '0x749121007103108712101511']
['0x3101488841552131581492109251374151038111021215', '0x4419648430', '华东电脑', '736559JEEJJU3B7', '复星医药', '731896L35F0EW76', '2020-11-06 10:45:43', '普通发票', '14.79%', 733, 37078, 37811, 2, 1, '4kg', 1604630743919232200, '0x101471565120515158415414']
['0x7096285214336311514131214714975144786914', '0x4460916215', 'ST岩石', '730457JP1BB2KG5', '龙韵股份', '7376418DYMUPCKX', '2020-11-06 10:45:43', '专业发票', '15.13%', 671, 17926, 18597, 1, 1, '5kg', 1604630743919232200, '0x12381311131246144749514']
['0x9813166985135103231051411591141301171010310', '0x7040657721', '协鑫集成', '73665460YTH5UA1', '天海防务', '735895GTW8V03F9', '2020-11-06 10:45:43', '普通发票', '18.99%', 363, 92983, 93346, 1, 2, '2kg', 1604630743919232200, '0x4121114132710041581010912']
['0x13129396661315128202449112159361511086491', '0x9892051338', '上海贝岭', '73815746CLN9IC5', '华虹计通', '731091EL2JQF4AX', '2020-11-06 10:45:43', '普通发票', '14.41%', 911, 103266, 104177, 1, 3, '2kg', 1604630743919232200, '0x101211431306111314813735']
['0x6613102292111031261415813715128144561413151294', '0x5964437384', '上海新阳', '730561WBXHCUJ4X', '菲林格尔', '7313040BPF80YMX', '2020-11-06 10:45:43', '普通发票', '17.68%', 370, 22984, 23354, 1, 3, '10kg', 1604630743919232200, '0x34131210128967111011196']
['0x26021538651112133133811913117141012111247131424', '0x5743346328', 'ST沪科', '737385Q2XESW4N3', '新时达', '739237HU7DLFS01', '2020-11-06 10:45:43', '专业发票', '13.54%', 1049, 104421, 105470, 4, 3, '8kg', 1604630743919232200, '0x2151291010141012128316']
['0x2157152971415090641411157303063146611191210', '0x5249688673', '春秋航空', '7378857IBHDI7R8', '上海电影', '731929JNI82P4C5', '2020-11-06 10:45:43', '增值税发票', '14.07%', 183, 31785, 31968, 3, 4, '5kg', 1604630743919232200, '0x084101276654898460']
['0x816131258151187114136499133352020011121004', '0x9604716791', '翔港科技', '737570R8NXR99FX', '璞泰来', '7347026SMUGEPV1', '2020-11-06 10:45:43', '增值税发票', '15.11%', 1016, 10915, 11931, 3, 1, '8kg', 1604630743919232200, '0x11132901361210108114100']
['0x121532311151137161098001241271514141141314111462', '0x0657122224', '汉钟精机', '731305KG24YXJG9', '吉祥航空', '733723T0KTPB7L7', '2020-11-06 10:45:43', '普通发票', '12.23%', 380, 76367, 76747, 2, 3, '10kg', 1604630743919232200, '0x5261483147813410281513']
['0x012151119615881211139269822113114141012813010', '0x9766661802', '来伊份', '731694UVDB318EX', '风语筑', '7361005EPY6I8A9', '2020-11-06 10:45:43', '专业发票', '10.82%', 487, 48804, 49291, 2, 2, '7kg', 1604630743919232200, '0x793627629231515688']
['0x10112181513101114639911414546331491251575131013', '0x8843013360', '爱建集团', '731914A97V77CU6', '欧普照明', '732181O2IWRQ7P1', '2020-11-06 10:45:43', '普通发票', '17.07%', 432, 76034, 76466, 1, 2, '7kg', 1604630743919232200, '0x142615481415111113114712']
['0x14501598101142911411012714141587676910131580', '0x2863000435', '中国核建', '7336417CGJ9SL35', '国泰君安', '732937RPHHXXOC5', '2020-11-06 10:45:43', '专业发票', '18.23%', 896, 80440, 81336, 2, 2, '9kg', 1604630743919232200, '0x1026151414325125615212']
['0x12591549158379514891127297115296411310108', '0x8251056497', '交通银行', '736776U6SW94297', '国泰君安', '732937RPHHXXOC5', '2020-11-06 10:45:43', '专业发票', '13.76%', 289, 89002, 89291, 1, 4, '3kg', 1604630743919232200, '0x14121384630513108414815']
['0x51552117122715318111515109151215315315511415519', '0x9682484705', '畅联股份', '735690Q7MIUXB64', '同达创业', '7387993UQY50UAX', '2020-11-06 10:45:43', '普通发票', '16.82%', 666, 95129, 95795, 1, 3, '1kg', 1604630743919232200, '0x15611130461566141117130']
['0x23109041547830201350970213131594141549126', '0x2075062203', '神开股份', '736219HEXL3WNW6', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:43', '专业发票', '18.16%', 1027, 54456, 55483, 3, 2, '8kg', 1604630743919232200, '0x15815038141001449101278']
['0x8213414124111103165464228915152121132701113', '0x9367826063', '上海石化', '73810463XNW9XX5', '宏达新材', '731090NISOL3SV0', '2020-11-06 10:45:43', '专业发票', '15.3%', 438, 12459, 12897, 1, 4, '5kg', 1604630743920232000, '0x2100250781013910125128']
['0x91591271510991414010305115943101101361414115', '0x8718625885', '康德莱', '736309QM2GOYVD5', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:43', '专业发票', '16.72%', 109, 25245, 25354, 2, 3, '6kg', 1604630743920232000, '0x149241213712189537511']
['0x5814864140772762915101249844509741238', '0x1656780160', '东方航空', '7385243VRE8KYG2', '聚辰股份', '7319047HA2DM8U0', '2020-11-06 10:45:43', '增值税发票', '19.02%', 1057, 98629, 99686, 4, 3, '11kg', 1604630743920232000, '0x11924921119144911526']
['0x507131215111515101185812141195141311821041551411710', '0x1084124468', '海得控制', '736059BSIW8FX25', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:43', '专业发票', '17.87%', 1062, 21251, 22313, 4, 2, '9kg', 1604630743920232000, '0x13140615131510122471095']
['0x08511291147101143137111327584101292140692', '0x7067115134', '中远海科', '7308634W22HY8N6', '上工申贝', '734630V36POYMC2', '2020-11-06 10:45:43', '增值税发票', '13.64%', 1034, 92451, 93485, 4, 4, '6kg', 1604630743920232000, '0x1051913132329794279']
['0x31109851212891110111121510761311211133813353611', '0x5894771647', '克来机电', '731077BFO5WFVE0', '龙宇燃油', '7306245UDIIST56', '2020-11-06 10:45:43', '专业发票', '10.2%', 645, 107107, 107752, 1, 4, '2kg', 1604630743920232000, '0x1212126141461494715881412']
['0x968413013101515394312111517156151415854141412', '0x0685326763', '润达医疗', '736876ODGJOQIS4', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:43', '专业发票', '15.16%', 515, 87912, 88427, 3, 4, '1kg', 1604630743920232000, '0x2147751064239811330']
['0x6159431449343902121201520101471015081061544', '0x4519686985', '水星家纺', '737158JDC38B944', '雪榕生物', '739077CX5TMVOF3', '2020-11-06 10:45:43', '增值税发票', '19.72%', 753, 109746, 110499, 3, 1, '8kg', 1604630743920232000, '0x142132781451088951327']
['0x1541490158311111278341512132612510213137221370', '0x4637088812', '柏楚电子', '7388021KSTN0P29', '天玑科技', '739093RODNBA4U7', '2020-11-06 10:45:43', '专业发票', '10.95%', 635, 73541, 74176, 3, 1, '10kg', 1604630743920232000, '0x1411102461110131415121410014']
['0x1141213751014413033141363514115225603611260', '0x4047023142', '海利生物', '736779TB2F4YC93', '网宿科技', '7337180P2X6PUS6', '2020-11-06 10:45:43', '普通发票', '14.9%', 884, 21724, 22608, 1, 3, '5kg', 1604630743920232000, '0x0131376471012772210100']
['0x012107111034231114554764131571114411151410131149', '0x1940157697', '顺灏股份', '738962FEXP7C5E0', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:43', '专业发票', '14.12%', 527, 93695, 94222, 4, 1, '2kg', 1604630743920232000, '0x111414111421378769074']
['0x1015112150139110141415714274127691114661181099', '0x7613222689', '鸣志电器', '734506A7QUSWDN4', '上海电气', '732454E9VPUAL76', '2020-11-06 10:45:43', '专业发票', '10.57%', 978, 22794, 23772, 3, 4, '9kg', 1604630743920232000, '0x128104101413150108127611']
['0x91211315101229341224110101509310151413621112713', '0x4417526172', '信息发展', '732897N308J4BK4', '东方证券', '735129ND823XM16', '2020-11-06 10:45:43', '专业发票', '15.01%', 801, 45845, 46646, 1, 1, '4kg', 1604630743920232000, '0x151011110441151591321114']
['0x143134359121314213970149266108381513441012131', '0x5662286673', '美邦服饰', '734878VQ2382VF6', '上海沪工', '735445NUVO6HK44', '2020-11-06 10:45:43', '增值税发票', '13.35%', 308, 14893, 15201, 4, 3, '5kg', 1604630743920232000, '0x1141531492181531531144']
['0x83110310813371081071412108815411210131420134', '0x0173691240', '天玑科技', '739093RODNBA4U7', '新时达', '739237HU7DLFS01', '2020-11-06 10:45:43', '专业发票', '17.14%', 603, 94619, 95222, 3, 3, '10kg', 1604630743920232000, '0x15141323613410112148143']
['0x12140441561412116621398198412134113313147', '0x9772244183', '龙宇燃油', '7306245UDIIST56', '东方明珠', '737278RMY1Y6001', '2020-11-06 10:45:43', '普通发票', '12.79%', 859, 68767, 69626, 2, 1, '2kg', 1604630743921217200, '0x1121106144136471110564']
['0x200015140331144101181514913110113105781302', '0x5478753661', '豫园股份', '731065Y3GK86NS1', '安诺其', '7398825GAOGR6R5', '2020-11-06 10:45:43', '普通发票', '15.39%', 649, 56796, 57445, 1, 1, '5kg', 1604630743921217200, '0x0129511312499121002150']
['0x1515014116651431010214671412111172115701423155', '0x6439355515', '上海家化', '737825I51MLRB77', '悦心健康', '7342506SXUSOGI0', '2020-11-06 10:45:43', '增值税发票', '15.02%', 865, 49399, 50264, 3, 3, '11kg', 1604630743921217200, '0x1314127611710475156590']
['0x331410010468110911597211009496991361101013', '0x7254505224', '上海洗霸', '730623QPOXS2QF0', '德邦股份', '737059GJPYWCH83', '2020-11-06 10:45:43', '专业发票', '18.29%', 117, 20151, 20268, 1, 4, '9kg', 1604630743921217200, '0x41511632156146102104125']
['0x2814651215117101404871310713102151413107031210311', '0x1135547502', '创力集团', '735457QC618NR54', '威派格', '732934IEPT3VCR2', '2020-11-06 10:45:43', '普通发票', '14.16%', 479, 90647, 91126, 2, 3, '11kg', 1604630743921217200, '0x37981410615113713148129']
['0x2101080813881031515101016312521488610700415', '0x3049325282', 'ST富控', '73114966NG61T88', '上海家化', '737825I51MLRB77', '2020-11-06 10:45:43', '专业发票', '11.63%', 862, 98946, 99808, 1, 1, '11kg', 1604630743921217200, '0x38813215311211422896']
['0x7021010101166113375987140513813193911127125', '0x5197551874', '中银证券', '739207FMHXVL3C4', '亚通股份', '737707HEPL9AF52', '2020-11-06 10:45:43', '普通发票', '16.25%', 398, 50805, 51203, 3, 1, '7kg', 1604630743921217200, '0x110881411310451012411149']
['0x3845615739108015571507101199137549113141311', '0x3466776578', '上海亚虹', '730749V2MF4FUD7', '地素时尚', '738550Q2Q5VUEH8', '2020-11-06 10:45:43', '普通发票', '16.17%', 247, 65292, 65539, 3, 2, '9kg', 1604630743921748900, '0x8813111079103327015610']
['0x151311625115210062911131412911108141597861168', '0x1744856479', '顺灏股份', '738962FEXP7C5E0', '光明乳业', '733392XGO2IXJC1', '2020-11-06 10:45:43', '增值税发票', '13.17%', 578, 107310, 107888, 2, 3, '6kg', 1604630743921748900, '0x5142038561159411070']
['0x12139121121122812612910118614413113012814151513913', '0x2153052954', '东方明珠', '737278RMY1Y6001', '上海机电', '739017PGDOY03Y9', '2020-11-06 10:45:43', '专业发票', '12.04%', 713, 38590, 39303, 2, 4, '1kg', 1604630743921748900, '0x772214451140130721515']
['0x315116416462146113268381210691481491394210', '0x5799566540', '号百控股', '730460TU01YHP88', '华平股份', '7348944KPNEPFY7', '2020-11-06 10:45:43', '增值税发票', '13.82%', 907, 13685, 14592, 1, 4, '3kg', 1604630743921748900, '0x5136035113141188441015']
['0x13442149130035105315117415111391414811511215148', '0x5928223421', '新文化', '732516K86BH9EY0', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:43', '增值税发票', '19.05%', 929, 46957, 47886, 4, 1, '8kg', 1604630743921748900, '0x751181032108315155121013']
['0x4312136131411431314111120541409128148111191163', '0x3024551731', '信息发展', '732897N308J4BK4', '润达医疗', '736876ODGJOQIS4', '2020-11-06 10:45:43', '普通发票', '17.76%', 569, 21623, 22192, 4, 2, '10kg', 1604630743921748900, '0x613139485410107715015']
['0x753510380913939491212141241515601311101061369', '0x0758032972', '广电电气', '732351UJVO5BYI7', '锐奇股份', '739343RH42B0QG4', '2020-11-06 10:45:43', '普通发票', '15.89%', 917, 46101, 47018, 3, 3, '9kg', 1604630743921748900, '0x9451011413101313146015910']
['0x308132015814900116315119774151081235401225', '0x6495242003', '同济科技', '738966V2M5LEBF3', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:43', '专业发票', '12.82%', 142, 39846, 39988, 1, 4, '7kg', 1604630743921748900, '0x1252222101271251527105']
['0x017712381061571210814152651441039131111313911', '0x0357244883', '鹏欣资源', '737111PQHNJHRC9', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '专业发票', '16.41%', 855, 13953, 14808, 3, 4, '1kg', 1604630743922256400, '0x1584142141007128881157']
['0x106141345761411115114610211125121315581741058', '0x3710290900', '万业企业', '7388015IALW219X', '上海环境', '738233PBCS3DBL3', '2020-11-06 10:45:43', '增值税发票', '10.25%', 857, 82605, 83462, 1, 1, '2kg', 1604630743922256400, '0x7910143611487111814147']
['0x14151010712111055761418214241541193958111915', '0x5684313328', '拉夏贝尔', '73292660BSX7AIX', '华东电脑', '736559JEEJJU3B7', '2020-11-06 10:45:43', '增值税发票', '12.96%', 988, 104365, 105353, 2, 3, '9kg', 1604630743922256400, '0x3461513151321351012131217']
['0x18241410782120407806147141031661513635', '0x3931095715', '世茂股份', '739529HJRYA7T44', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:43', '增值税发票', '18.37%', 779, 90198, 90977, 3, 2, '5kg', 1604630743922256400, '0x133213710541581511510010']
['0x813113741514231389113713135151255356159015150', '0x0998529971', '申联生物', '730146LCBBRPNT6', '拉夏贝尔', '73292660BSX7AIX', '2020-11-06 10:45:43', '专业发票', '13.66%', 711, 63666, 64377, 3, 4, '8kg', 1604630743922256400, '0x811787714757413521511']
['0x71215101051191431331410033301114140100315844815', '0x8292895275', '华测导航', '738555MC5WN8P17', '国投资本', '733019TIKK775I8', '2020-11-06 10:45:43', '增值税发票', '16.69%', 286, 32405, 32691, 2, 3, '10kg', 1604630743922256400, '0x136980142145713151114314']
['0x140197121672891256106482540150116615211', '0x2607210357', '申华控股', '736375XKYS179X2', '上海石化', '73810463XNW9XX5', '2020-11-06 10:45:43', '增值税发票', '12.65%', 303, 55878, 56181, 2, 4, '9kg', 1604630743922256400, '0x15515872611109411911112']
['0x14967701315139572141112105775141111106815614123', '0x1254394041', '上海瀚讯', '7388580KH1G8XC2', '安硕信息', '739758Q85U0J5T6', '2020-11-06 10:45:43', '普通发票', '18.44%', 757, 38819, 39576, 2, 2, '9kg', 1604630743922256400, '0x113131313812121401415133']
['0x749132530112110414156131109159991468126725', '0x5111374614', '华谊集团', '734111DBL850569', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:43', '专业发票', '14.64%', 773, 92290, 93063, 1, 1, '7kg', 1604630743922256400, '0x11125354134821112121101']
['0x10614212111220414941135474113942138151015242', '0x9113999946', '丰华股份', '739994PMBILTC41', '华虹计通', '731091EL2JQF4AX', '2020-11-06 10:45:43', '增值税发票', '10.03%', 149, 91055, 91204, 1, 4, '6kg', 1604630743922256400, '0x445159511641501331057']
['0x9551321112101310515312414011613010131006144461211', '0x0195653700', '汉得信息', '735830YQTWOXGO3', '神奇制药', '738595P09I2CIP8', '2020-11-06 10:45:43', '专业发票', '19.65%', 1006, 31742, 32748, 1, 1, '6kg', 1604630743922256400, '0x11868115411601435515']
['0x11975610107141551241531939813101215188881123', '0x6844421154', '上海银行', '738717X6KKTAO3X', '丰华股份', '739994PMBILTC41', '2020-11-06 10:45:43', '增值税发票', '10.55%', 1011, 72517, 73528, 4, 2, '11kg', 1604630743922256400, '0x1510114961026131451110712']
['0x712140012515714213315041635151351313488510151', '0x5336046425', '格尔软件', '7356204QBST0040', '宝信软件', '735899P8TVGFAUX', '2020-11-06 10:45:43', '普通发票', '19.05%', 827, 107337, 108164, 3, 2, '1kg', 1604630743922256400, '0x3361111239719634104']
['0x15147151015121071571413355911198146132531552', '0x6023512774', '泛微网络', '7364413YLO78W85', '昂立教育', '7314705HCSPI4H6', '2020-11-06 10:45:43', '普通发票', '15.45%', 662, 99065, 99727, 2, 3, '11kg', 1604630743922256400, '0x2906213721110553224']
['0x25642531421115091310103612721213131321015151288', '0x4499671676', '上海新阳', '730561WBXHCUJ4X', '鹏欣资源', '737111PQHNJHRC9', '2020-11-06 10:45:43', '专业发票', '14.35%', 672, 46228, 46900, 4, 2, '8kg', 1604630743922256400, '0x87132201315131111131390']
['0x3613711040141498104151184691412312973351356', '0x3179559850', '纳尔股份', '7369379YTKT4QD1', '三湘印象', '7387169WWD894R7', '2020-11-06 10:45:43', '专业发票', '16.13%', 1078, 18061, 19139, 3, 1, '5kg', 1604630743923265300, '0x913413015111321451834']
['0x8131075911112101037101195151411868551371011141112', '0x9186981236', '亚士创能', '7383016GDI3XSU2', 'ST游久', '734494GFE9MASR1', '2020-11-06 10:45:43', '专业发票', '15.59%', 313, 46991, 47304, 2, 3, '10kg', 1604630743923265300, '0x0145151415151451071361164']
['0x0715141101315119115303012108107111013111081113', '0x9672374493', '全筑股份', '733576F5SD6NC45', 'ST岩石', '730457JP1BB2KG5', '2020-11-06 10:45:43', '专业发票', '15.89%', 621, 71165, 71786, 3, 3, '11kg', 1604630743923265300, '0x5612624014914121510979']
['0x15151400111301551582134261315811002113222111', '0x8682490083', '东方航空', '7385243VRE8KYG2', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:43', '专业发票', '17.4%', 442, 108920, 109362, 2, 1, '1kg', 1604630743923265300, '0x515549129211861011598']
['0x614151114612132811783128152161341411111331514', '0x4657687876', '安硕信息', '739758Q85U0J5T6', '海通证券', '734316Y2KXBNEDX', '2020-11-06 10:45:43', '增值税发票', '16.94%', 958, 76255, 77213, 1, 3, '9kg', 1604630743923265300, '0x5311411143471599141597']
['0x31121331484141181272114132131536812613101141096', '0x5753260306', '上海莱士', '738228RGSDL42H5', '网达软件', '737066QDWMRRYM2', '2020-11-06 10:45:43', '专业发票', '18.19%', 403, 55671, 56074, 3, 1, '8kg', 1604630743923265300, '0x51101212310691571796']
['0x314611091513224102158895105102182156661549', '0x4162137284', '开开实业', '7311720HCR3HQT4', '龙头股份', '7385455PA15XTF1', '2020-11-06 10:45:43', '普通发票', '13.87%', 836, 74462, 75298, 3, 3, '9kg', 1604630743923265300, '0x88161305413147311595']
['0x1371001315435613513313141511131334115212793589', '0x1068730635', '上海家化', '737825I51MLRB77', '同达创业', '7387993UQY50UAX', '2020-11-06 10:45:43', '增值税发票', '10.94%', 684, 25945, 26629, 2, 3, '10kg', 1604630743923265300, '0x5109012816119757151011']
['0x1514111514212149365515714132915111471543221102', '0x0912019844', '大众交通', '733492JTWEWF2Y1', '旗天科技', '739917AU6DQ2Y25', '2020-11-06 10:45:43', '专业发票', '17.16%', 447, 102310, 102757, 4, 4, '3kg', 1604630743923265300, '0x12915122131510861011910114']
['0x1141113117218103911811510764214839108013155', '0x2773966276', '汇得科技', '733768RX5OM53Q3', '来伊份', '731694UVDB318EX', '2020-11-06 10:45:43', '增值税发票', '19.66%', 924, 68280, 69204, 4, 1, '3kg', 1604630743923265300, '0x13141139712016145011815']
['0x1612571048221514191038105146151714913914813', '0x2384624906', '城投控股', '730487GDYC4U1C5', '上海新阳', '730561WBXHCUJ4X', '2020-11-06 10:45:43', '专业发票', '14.87%', 507, 20120, 20627, 2, 3, '7kg', 1604630743923265300, '0x4449551414132919210']
['0x41281460910129154153281314810441412121262105212', '0x4281254221', '华建集团', '735719NU4PPSSG9', '安硕信息', '739758Q85U0J5T6', '2020-11-06 10:45:43', '增值税发票', '15.69%', 487, 93638, 94125, 4, 2, '5kg', 1604630743923265300, '0x136121106628710726149']
['0x513849814116931014430852814461091431091510', '0x6347584969', '德邦股份', '737059GJPYWCH83', '紫江企业', '735474V8WSKU8M0', '2020-11-06 10:45:43', '普通发票', '11.36%', 944, 103285, 104229, 4, 4, '5kg', 1604630743923265300, '0x11228105477151381421213']
['0x210213529562414611141212149123213815114011532', '0x3664925619', '老凤祥', '731697K29NY5VX7', '百联股份', '733459OUGAJ3EC1', '2020-11-06 10:45:43', '专业发票', '11.43%', 646, 25132, 25778, 4, 1, '7kg', 1604630743923265300, '0x1213131612103071110014154']
['0x912681211731530118111101441312650674126912', '0x8851603296', '申通地铁', '730357EIH33KLVX', '三湘印象', '7387169WWD894R7', '2020-11-06 10:45:43', '增值税发票', '10.66%', 297, 10336, 10633, 2, 4, '11kg', 1604630743924264500, '0x13113113694101061121144']
['0x71511131011315203871308141130832158100865611', '0x6293512634', '飞科电器', '734492OBVOW2BE8', '璞泰来', '7347026SMUGEPV1', '2020-11-06 10:45:43', '专业发票', '14.46%', 118, 94474, 94592, 1, 3, '11kg', 1604630743924264500, '0x3315551110144587134515']
['0x1211121513762315127141698145501106142421629', '0x8009827920', '上海物贸', '733037YEJG1PBI9', '万业企业', '7388015IALW219X', '2020-11-06 10:45:43', '专业发票', '14.31%', 679, 61710, 62389, 1, 2, '7kg', 1604630743924264500, '0x1598114121561413261330']
['0x131010141660157145915131041321414191415456125119', '0x0930384124', '大名城', '731979HS4YE90X5', '天海防务', '735895GTW8V03F9', '2020-11-06 10:45:43', '普通发票', '17.79%', 247, 95777, 96024, 3, 1, '4kg', 1604630743924264500, '0x83310236426132125114']
['0x3436313512912012536841131441062157153131', '0x5988123073', '天宸股份', '73679221H4MFHJ8', '飞乐音响', '7301833GPSWEYF3', '2020-11-06 10:45:43', '专业发票', '10.36%', 837, 18508, 19345, 3, 2, '8kg', 1604630743924264500, '0x41541213101112101510221422']
['0x715113142151394780771509495821213595141015', '0x3861358884', '富瀚微', '731294241FWESA8', '绿庭投资', '732243JAO5UMVO0', '2020-11-06 10:45:43', '增值税发票', '19.37%', 974, 48881, 49855, 1, 2, '7kg', 1604630743924264500, '0x9800261313113413116914']
['0x120538131114911211477133100699131261428151192', '0x7643077102', '上实发展', '735615U0QXPTMP6', '绿庭投资', '732243JAO5UMVO0', '2020-11-06 10:45:43', '专业发票', '11.74%', 671, 80945, 81616, 1, 3, '5kg', 1604630743924264500, '0x514154711141308412931311']
['0x13539131421314110151201247891311119071215143141414', '0x2515198066', '上港集团', '730093PMES3ICQ8', '龙宇燃油', '7306245UDIIST56', '2020-11-06 10:45:43', '专业发票', '18.65%', 1066, 99460, 100526, 4, 1, '5kg', 1604630743924264500, '0x0013214131371391420896']
